gdb_id,smiles,canonical_smiles,molecular_weight,logp,tpsa,hbd,hba,rotatable_bonds,logp_scaled,tpsa_scaled,kmeans_cluster
1,C,C,16.043,0.6361,0.0,0,0,0,-14.106507796749296,0.3384826998551587,0
2,N,N,17.031,0.16199999999999998,35.0,1,1,0,-13.975913582315492,-0.13529780081785764,0
3,O,O,18.015,-0.8247,31.5,0,0,0,-13.845848089397613,-1.1213328567429055,0
4,C#C,C#C,26.037999999999997,0.24939999999999998,0.0,0,0,0,-12.785364908828369,-0.047956700293028225,0
5,C#N,C#N,27.025999999999996,0.13978,23.79,0,1,0,-12.654770694394562,-0.15750282660346074,0
6,C=O,C=O,30.026,-0.1849,17.07,0,1,0,-12.258229557449813,-0.4819640224661794,0
7,CC,CC,30.07,1.0262,0.0,0,0,0,-12.252413620774622,0.7283198087194145,0
8,CO,CO,32.042,-0.3915,20.23,1,1,0,-11.991753913422938,-0.6884247932720119,0
9,C#CC,C#CC,40.065,0.6395,0.0,0,0,0,-10.931270732853694,0.34188040857122753,0
10,CC#N,CC#N,41.053,0.52988,23.79,0,1,0,-10.80067651841989,0.2323342822607951,0
11,CC=O,CC=O,44.053,0.2052,17.07,0,1,0,-10.40413538147514,-0.09212691360192364,0
12,NC=O,NC=O,45.041,-0.8985000000000001,43.09,1,1,0,-10.273541167041335,-1.1950831224034595,0
13,CCC,CCC,44.096999999999994,1.4163,0.0,0,0,0,-10.39831944479995,1.11815691758367,0
14,CCO,CCO,46.069,-0.0014000000000000123,20.23,1,1,0,-10.137659737448265,-0.2985876844077561,0
15,COC,COC,46.069,0.26260000000000006,9.23,0,1,0,-10.137659737448265,-0.034765595865937214,0
16,C1CC1,C1CC1,42.080999999999996,1.1703,0.0,0,0,0,-10.664795088826821,0.8723226987151571,0
17,C1CO1,C1CO1,44.053,0.016600000000000004,12.53,0,1,0,-10.40413538147514,-0.2805998147344503,0
18,CC(C)=O,CC(C)=O,58.080000000000005,0.5952999999999999,17.07,0,1,0,-8.550041205500467,0.2977101952623321,0
19,CC(N)=O,CC(N)=O,59.068,-0.5084000000000002,43.09,1,1,0,-8.419446991066662,-0.8052460135392039,0
20,NC(N)=O,NC(N)=O,60.056,-0.9762000000000002,69.11,2,1,0,-8.288852776632858,-1.2727307598265631,0
21,CC(C)C,CC(C)C,58.123999999999995,1.6622999999999999,0.0,0,0,0,-8.544225268825278,1.363991136452183,0
22,CC(C)O,CC(C)O,60.096000000000004,0.38710000000000006,20.23,1,1,0,-8.283565561473592,0.08965050270776145,0
23,C#CC#C,C#CC#C,50.059999999999995,0.2528,0.0,0,0,0,-9.610127844932768,-0.044558991576959306,0
24,C#CC#N,C#CC#N,51.047999999999995,0.14318,23.79,0,1,0,-9.479533630498963,-0.15410511788739184,0
25,N#CC#N,N#CC#N,52.035999999999994,0.03356,47.58,0,2,0,-9.348939416065159,-0.2636512441978244,0
26,C#CC=O,C#CC=O,54.048,-0.1815,17.07,0,1,0,-9.082992493554212,-0.47856631375011055,0
27,N#CC=O,N#CC=O,55.036,-0.29112,40.86,0,2,0,-8.952398279120406,-0.5881124400605431,0
28,O=CC=O,O=CC=O,58.036,-0.6158000000000001,34.14,0,2,1,-8.555857142175656,-0.912573635923262,0
29,CC#CC,CC#CC,54.092,1.0296,0.0,0,0,0,-9.07717655687902,0.7317175174354834,0
30,C#CCC,C#CCC,54.092,1.0295999999999998,0.0,0,0,0,-9.07717655687902,0.7317175174354832,0
31,CCC#N,CCC#N,55.07999999999999,0.91998,23.79,0,1,0,-8.946582342445216,0.6221713911250508,0
32,N#CCN,N#CCN,56.06799999999999,-0.53132,49.81,1,2,0,-8.815988128011412,-0.8281505675898798,0
33,C#CCO,C#CCO,56.064,-0.3881,20.23,1,1,0,-8.816516849527337,-0.685027084555943,0
34,N#CCO,N#CCO,57.052,-0.49772,44.019999999999996,1,2,0,-8.685922635093533,-0.7945732108663756,0
35,CCC=O,CCC=O,58.08,0.5952999999999999,17.07,0,1,1,-8.550041205500467,0.2977101952623321,0
36,CNC=O,CNC=O,59.068000000000005,-0.6378000000000001,29.1,1,1,1,-8.41944699106666,-0.9345588099684136,0
37,COC=O,COC=O,60.05200000000001,-0.2108000000000001,26.3,0,2,1,-8.289381498148783,-0.5078465682738807,0
38,O=CCO,O=CCO,60.052,-0.8224,37.3,1,2,1,-8.289381498148783,-1.1190344067290943,0
39,CCCC,CCCC,58.123999999999995,1.8064,0.0,0,0,1,-8.544225268825278,1.5079940264479261,0
40,CCCO,CCCO,60.096,0.3887,20.23,1,1,1,-8.283565561473594,0.09124942445649968,0
41,CCOC,CCOC,60.096000000000004,0.6527000000000001,9.23,0,1,1,-8.283565561473592,0.3550715129983186,0
42,OCCO,OCCO,62.068000000000005,-1.0290000000000001,40.46,2,2,1,-8.02290585412191,-1.3254951775349268,0
43,CC1CC1,CC1CC1,56.108,1.4163,0.0,0,0,0,-8.81070091285215,1.11815691758367,0
44,CC1CO1,CC1CO1,58.08,0.4051,12.53,0,1,0,-8.550041205500467,0.10763837238106724,0
45,CN1CC1,CN1CC1,57.096,-0.06820000000000004,3.01,0,1,0,-8.680106698418346,-0.36534266741758004,0
46,OC1CC1,OC1CC1,58.07999999999999,0.1411,20.23,1,1,0,-8.550041205500467,-0.1561837161607516,0
47,C1CCC1,C1CCC1,56.108,1.5604,0.0,0,0,0,-8.81070091285215,1.2621598075794132,0
48,C1COC1,C1COC1,58.07999999999999,0.40670000000000006,9.23,0,1,0,-8.550041205500467,0.10923729412980558,0
49,CC(C)=NO,CC(C)=NO,73.095,0.8564,32.59,1,2,0,-6.565352815091988,0.5586342381345628,0
50,c1cc[nH]c1,c1cc[nH]c1,67.091,1.0147,15.79,1,0,0,-7.358963810497417,0.7168275586503579,0
51,c1c[nH]cn1,c1c[nH]cn1,68.079,0.40969999999999995,28.68,1,1,0,-7.2283695960636125,0.11223527240868977,0
52,c1ccoc1,c1ccoc1,68.07499999999999,1.2795999999999998,13.14,0,1,0,-7.22889831757954,0.9815490406758419,0
53,c1cocn1,c1cocn1,69.063,0.6745999999999999,26.03,0,2,0,-7.0983041031457335,0.3769567544341738,0
54,CC(C)(C)C,CC(C)(C)C,72.151,2.0524,0.0,0,0,0,-6.690131092850604,1.753828245316439,0
55,CC(C)(C)O,CC(C)(C)O,74.12299999999999,0.7771999999999999,20.23,1,1,0,-6.429471385498922,0.4794876115720171,0
56,C#CC(C)=O,C#CC(C)=O,68.07499999999999,0.2086,17.07,0,1,0,-7.22889831757954,-0.08872920488585476,0
57,CC(=O)C#N,CC(=O)C#N,69.063,0.09897999999999996,40.86,0,2,0,-7.0983041031457335,-0.19827533119628732,0
58,N#CC(=N)N,N#CC(=N)N,69.06700000000001,-0.5540500000000002,73.66,2,2,0,-7.097775381629806,-0.8508652496828933,1
59,C#CC(N)=O,C#CC(N)=O,69.06299999999999,-0.8951,43.09,1,1,0,-7.098304103145735,-1.1916854136873907,0
60,CC(=O)C=O,CC(=O)C=O,72.063,-0.2257,34.14,0,2,1,-6.701762966200983,-0.5227365270590061,0
61,N=C(N)C=O,N=C(N)C=O,72.06700000000001,-0.87873,66.94,2,2,1,-6.701234244685056,-1.175326445545612,1
62,NC(=O)C=O,NC(=O)C=O,73.051,-1.3294000000000001,60.160000000000004,1,2,1,-6.571168751767178,-1.625692735860542,1
63,C#CC(C)C,C#CC(C)C,68.119,1.2755999999999998,0.0,0,0,0,-7.223082380904349,0.9775517363039962,0
64,CC(C)C#N,CC(C)C#N,69.107,1.16598,23.79,0,1,0,-7.092488166470544,0.8680056099935639,0
65,CC(N)C#N,CC(N)C#N,70.095,-0.14281999999999984,49.81,1,2,0,-6.961893952036739,-0.4399123804743621,0
66,C#CC(C)O,C#CC(C)O,70.091,0.00040000000000001146,20.23,1,1,0,-6.962422673552666,-0.2967888974404255,0
67,CC(O)C#N,CC(O)C#N,71.07900000000001,-0.10922000000000004,44.019999999999996,1,2,0,-6.83182845911886,-0.40633502375085806,0
68,CC(C)C=O,CC(C)C=O,72.107,0.8412999999999999,17.07,0,1,1,-6.695947029525794,0.5435444141308451,0
69,CC(O)C=O,CC(O)C=O,74.07900000000001,-0.4339000000000002,37.3,1,2,1,-6.435287322174109,-0.730796219613577,0
70,CN(C)C=O,CN(C)C=O,73.095,-0.2956000000000001,20.310000000000002,0,1,1,-6.565352815091988,-0.5925894209570104,0
71,CC(=O)CO,CC(=O)CO,74.079,-0.43229999999999996,37.3,1,2,1,-6.435287322174111,-0.7291972978648384,0
72,CCC(C)=O,CCC(C)=O,72.10699999999999,0.9854,17.07,0,1,1,-6.6959470295257955,0.6875473041265879,0
73,CCC(N)=O,CCC(N)=O,73.09499999999998,-0.11829999999999996,43.09,1,1,1,-6.565352815091991,-0.41540890467494784,0
74,CNC(C)=O,CNC(C)=O,73.095,-0.24770000000000003,29.1,1,1,0,-6.565352815091988,-0.5447217011041576,0
75,CNC(N)=O,CNC(N)=O,74.083,-0.7155,55.12,2,1,0,-6.434758600658184,-1.0122064473915169,0
76,COC(C)=N,COC(C)=N,73.095,0.6299699999999999,33.08,1,2,0,-6.565352815091988,0.33235683090530505,0
77,COC(C)=O,COC(C)=O,74.079,0.17930000000000001,26.3,0,2,0,-6.435287322174111,-0.11800945940962479,0
78,COC(N)=O,COC(N)=O,75.067,-0.2884999999999999,52.32,1,2,0,-6.304693107740307,-0.5854942056969841,0
79,NC(=O)CO,NC(=O)CO,75.067,-1.536,63.32000000000001,2,2,1,-6.304693107740307,-1.8321535066663743,1
80,[NH3+]CC(=O)[O-],[NH3+]CC(=O)[O-],75.06700000000001,-3.0218,67.77,1,2,1,-6.304693107740305,-3.3169522155884743,1
81,CC(C)CO,CC(C)CO,74.12299999999999,0.6347,20.23,1,1,1,-6.429471385498922,0.3370836433250127,0
82,CC(O)CO,CC(O)CO,76.095,-0.6405000000000001,40.46,2,2,1,-6.168811678147238,-0.9372569904194094,0
83,CCC(C)C,CCC(C)C,72.151,2.0524,0.0,0,0,1,-6.690131092850604,1.753828245316439,0
84,CCC(C)O,CCC(C)O,74.12299999999999,0.7771999999999999,20.23,1,1,1,-6.429471385498922,0.4794876115720171,0
85,COC(C)C,COC(C)C,74.123,1.0412,9.23,0,1,1,-6.42947138549892,0.7433097001138359,0
86,CC1(C)CC1,CC1(C)CC1,70.135,1.8064,0.0,0,0,0,-6.956606736877475,1.5079940264479261,0
87,CC1(C)CO1,CC1(C)CO1,72.107,0.7952,12.53,0,1,0,-6.695947029525794,0.49747548124532304,0
88,CC1(O)CC1,CC1(O)CC1,72.10700000000001,0.5312,20.23,1,1,0,-6.695947029525791,0.2336533927035042,0
89,N=C1CCO1,N=C1CCO1,71.079,0.38397,33.08,1,2,0,-6.831828459118862,0.08652261203679208,0
90,O=C1CCC1,O=C1CCC1,70.09100000000001,0.7394000000000001,17.07,0,1,0,-6.962422673552664,0.441713085258075,0
91,O=C1CCN1,O=C1CCN1,71.079,-0.49369999999999997,29.1,1,1,0,-6.831828459118862,-0.7905559199726705,0
92,O=C1CCO1,O=C1CCO1,72.063,-0.06669999999999998,26.3,0,2,0,-6.701762966200983,-0.3638436782781378,0
93,O=C1CNC1,O=C1CNC1,71.07900000000001,-0.8412999999999999,29.1,1,2,0,-6.83182845911886,-1.1379216698860655,0
94,O=C1COC1,O=C1COC1,72.063,-0.4143,26.3,0,2,0,-6.701762966200983,-0.7112094281915325,0
95,CC1CCC1,CC1CCC1,70.135,1.8064,0.0,0,0,0,-6.956606736877475,1.5079940264479261,0
96,CC1CCO1,CC1CCO1,72.107,0.7952,9.23,0,1,0,-6.695947029525794,0.49747548124532304,0
97,CC1COC1,CC1COC1,72.107,0.6527000000000001,9.23,0,1,0,-6.695947029525794,0.3550715129983186,0
98,OC1CCC1,OC1CCC1,72.107,0.5312,20.23,1,1,0,-6.695947029525794,0.2336533927035042,0
99,OC1COC1,OC1COC1,74.07900000000001,-0.6225,29.46,1,2,0,-6.435287322174109,-0.9192691207461035,0
100,CC1CC1C,CC1CC1C,70.135,1.6622999999999999,0.0,0,0,0,-6.956606736877475,1.363991136452183,0
101,CC1CC1O,CC1CC1O,72.107,0.38710000000000006,20.23,1,1,0,-6.695947029525794,0.08965050270776145,0
102,CC1CN1C,CC1CN1C,71.12299999999999,0.32030000000000003,3.01,0,1,0,-6.826012522443673,0.02289551969793756,0
103,CC1OC1C,CC1OC1C,72.107,0.7936,12.53,0,1,0,-6.695947029525794,0.4958765594965847,0
104,OC1CC1O,OC1CC1O,74.079,-0.8881000000000001,40.46,2,2,0,-6.435287322174111,-1.1846901310366607,0
105,C1C2CC1C2,C1C2CC1C2,68.119,1.4163,0.0,0,0,0,-7.223082380904349,1.11815691758367,0
106,C1C2CC1O2,C1C2CC1O2,70.091,0.5476,9.23,0,1,0,-6.962422673552666,0.2500423406280717,0
107,C#CCC#C,C#CCC#C,64.08699999999999,0.6429,0.0,0,0,0,-7.756033668958095,0.3452781172872965,0
108,C#CCC#N,C#CCC#N,65.075,0.53328,23.79,0,1,0,-7.6254394545242885,0.23573199097686393,0
109,N#CCC#N,N#CCC#N,66.063,0.42366000000000004,47.58,0,2,0,-7.494845240090484,0.1261858646664315,0
110,C#CCC=O,C#CCC=O,68.075,0.2086,17.07,0,1,1,-7.228898317579538,-0.08872920488585476,0
111,N#CCC=O,N#CCC=O,69.063,0.09897999999999996,40.86,0,2,1,-7.0983041031457335,-0.19827533119628732,0
112,N=CNC=O,N=CNC=O,72.06700000000001,-0.6605300000000001,52.95,2,2,2,-6.701234244685056,-0.9572734920614269,1
113,N=COC=O,N=COC=O,73.051,-0.23352999999999996,50.15,1,3,2,-6.571168751767178,-0.5305612503668939,0
114,O=CNC=O,O=CNC=O,73.051,-1.1112000000000002,46.17,1,2,2,-6.571168751767178,-1.407639782376357,0
115,C#CC#CC,C#CC#CC,64.08699999999999,0.6429,0.0,0,0,0,-7.756033668958095,0.3452781172872965,0
116,CC#CC#N,CC#CC#N,65.075,0.53328,23.79,0,1,0,-7.6254394545242885,0.23573199097686393,0
117,CC#CC=O,CC#CC=O,68.075,0.2086,17.07,0,1,0,-7.228898317579538,-0.08872920488585476,0
118,CC#CCO,CC#CCO,70.091,0.0020000000000000573,20.23,1,1,0,-6.962422673552666,-0.2951899756916872,0
119,CC#CCC,CC#CCC,68.119,1.4197,0.0,0,0,0,-7.223082380904349,1.1215546262997391,0
120,CN=COC,CN=COC,73.095,0.29090000000000005,21.59,0,2,1,-6.565352815091988,-0.006484667435128609,0
121,C#CCCC,C#CCCC,68.119,1.4197,0.0,0,0,1,-7.223082380904349,1.1215546262997391,0
122,CCCC#N,CCCC#N,69.107,1.31008,23.79,0,1,1,-7.092488166470544,1.0120084999893066,0
